,salesdate,netsales
71728,2024-03-30,64.0
71729,2024-03-31,225.7
71730,2024-04-01,178.3
71731,2024-04-02,65.6
71732,2024-04-04,602.4
71733,2024-04-05,610.5
71734,2024-04-06,1126.5
71735,2024-04-07,271.9
71736,2024-04-08,63.0
71737,2024-04-15,515.6
71738,2024-04-16,407.1
71739,2024-04-17,548.9
71740,2024-04-18,391.9
71741,2024-04-19,128.5
71742,2024-04-20,724.8
71743,2024-04-21,705.6
71744,2024-04-22,629.4
71745,2024-04-23,504.3
71746,2024-04-24,364.9
71747,2024-04-25,271.1
71748,2024-04-26,266.4
71749,2024-04-27,795.1
71750,2024-04-28,1160.2
71751,2024-04-29,91.8
71752,2024-04-30,603.9
71753,2024-05-01,726.1
71754,2024-05-02,60.8
71755,2024-05-03,737.5
71756,2024-05-04,291.4
71757,2024-05-05,498.8
71758,2024-05-06,173.5
71759,2024-05-07,241.0
71760,2024-05-08,32.8
71761,2024-05-09,166.7
71762,2024-05-10,602.8
71763,2024-05-11,499.8
71764,2024-05-12,142.8
71765,2024-05-13,497.1
71766,2024-05-14,260.2
71767,2024-05-15,386.6
71768,2024-05-16,974.7
71769,2024-05-17,252.4
71770,2024-05-18,440.5
71771,2024-05-19,643.7
71772,2024-05-21,314.8
71773,2024-05-22,929.2
71774,2024-05-23,395.0
71775,2024-05-24,1038.2
71776,2024-05-25,1351.9
71777,2024-05-27,978.2
71778,2024-05-28,670.7
71779,2024-05-29,1078.5
71780,2024-05-30,748.4
71781,2024-05-31,1113.5
71782,2024-06-01,2139.9
71783,2024-06-02,2374.2
71784,2024-06-03,786.8
71785,2024-06-04,1262.3
71786,2024-06-05,461.5
71787,2024-06-06,457.6
71788,2024-06-07,935.5
71789,2024-06-08,1310.7
71790,2024-06-09,1042.9
71791,2024-06-10,334.7
71792,2024-06-11,342.1
71793,2024-06-12,470.6
71794,2024-06-13,375.7
71795,2024-06-14,579.0
71796,2024-06-15,1418.6
71797,2024-06-16,795.0
71798,2024-06-19,448.6
71799,2024-06-20,200.3
71800,2024-06-21,866.8
71801,2024-06-22,1935.9
71802,2024-06-23,2035.6
71803,2024-06-24,136.1
71804,2024-06-26,733.6
71805,2024-06-27,776.3
71806,2024-06-28,1454.7
71807,2024-06-29,1228.4
71808,2024-06-30,1232.7
71809,2024-07-01,951.4
71810,2024-07-02,450.9
71811,2024-07-03,1096.1
71812,2024-07-04,830.2
71813,2024-07-05,587.4
71814,2024-07-06,862.1
71815,2024-07-07,964.7
71816,2024-07-11,158.1
71817,2024-07-12,1175.9
71818,2024-07-13,1331.8
71819,2024-07-14,1835.7
71820,2024-07-15,637.9
71821,2024-07-16,508.8
71822,2024-07-17,422.9
71823,2024-07-18,1183.5
71824,2024-07-19,435.3
71825,2024-07-20,2646.3
71826,2024-07-21,2156.9
71827,2024-07-22,636.8
71828,2024-07-23,1535.7
71829,2024-07-24,785.9
71830,2024-07-25,667.3
71831,2024-07-26,750.2
71832,2024-07-27,2546.35
71833,2024-07-28,2667.6
71834,2024-07-29,734.7
71835,2024-07-30,503.8
71836,2024-07-31,904.9
71837,2024-08-01,1822.4
71838,2024-08-02,1458.9
71839,2024-08-03,2118.4
71840,2024-08-04,3064.8
71841,2024-08-05,597.3
71842,2024-08-06,482.4
71843,2024-08-07,288.8
71844,2024-08-08,511.3
71845,2024-08-09,1067.3
71846,2024-08-10,3663.8
71847,2024-08-11,1712.4
71848,2024-08-12,751.0
71849,2024-08-13,651.9
71850,2024-08-14,419.7
71851,2024-08-15,717.7
71852,2024-08-16,338.3
71853,2024-08-17,1589.4
71854,2024-08-18,1944.7
71855,2024-08-19,311.9
71856,2024-08-20,599.9
71857,2024-08-21,622.0
71858,2024-08-22,815.2
71859,2024-08-23,1033.7
71860,2024-08-24,1071.9
71861,2024-08-25,1975.0
71862,2024-08-26,723.6
71863,2024-08-27,431.7
71864,2024-08-28,531.2
71865,2024-08-29,527.1
71866,2024-08-30,787.9
71867,2024-08-31,2453.3
71868,2024-09-01,1961.8
71869,2024-09-02,755.3
71870,2024-09-03,615.3
71871,2024-09-04,1197.05
71872,2024-09-05,1069.3
71873,2024-09-06,909.2
71874,2024-09-07,1165.1
71875,2024-09-08,816.2
71876,2024-09-09,729.5
71877,2024-09-10,637.1
71878,2024-09-11,759.8
71879,2024-09-12,442.5
71880,2024-09-13,694.1
71881,2024-09-14,1197.2
71882,2024-09-15,1509.6
71883,2024-09-16,742.5
71884,2024-09-17,512.2
71885,2024-09-18,615.6
71886,2024-09-19,785.8
71887,2024-09-20,942.3
71888,2024-09-21,1880.8
71889,2024-09-22,2342.4
71890,2024-09-23,411.0
71891,2024-09-24,1382.4
71892,2024-09-25,470.6
71893,2024-09-26,692.8
71894,2024-09-27,1237.4
71895,2024-09-28,3083.3
71896,2024-09-29,2993.4
71897,2024-09-30,742.1
71898,2024-10-01,1020.5
71899,2024-10-02,683.2
71900,2024-10-03,1205.7
71901,2024-10-04,1184.7
71902,2024-10-05,2308.5
71903,2024-10-06,2600.1
71904,2024-10-08,635.2
71905,2024-10-09,514.3
71906,2024-10-10,605.0
71907,2024-10-11,779.3
71908,2024-10-12,1607.6
71909,2024-10-13,1970.6
71910,2024-10-14,630.9
71911,2024-10-15,599.1
71912,2024-10-16,392.8
71913,2024-10-17,859.8
71914,2024-10-18,1105.6
71915,2024-10-19,2009.9
71916,2024-10-20,2594.4
71917,2024-10-21,806.0
71918,2024-10-22,687.3
71919,2024-10-23,554.8
71920,2024-10-24,1315.4
71921,2024-10-25,864.8
71922,2024-10-26,2714.6
71923,2024-10-27,1788.7
71924,2024-10-28,988.3
71925,2024-10-29,986.0
71926,2024-10-30,935.4
71927,2024-10-31,1488.8
71928,2024-11-01,941.1
71929,2024-11-02,1906.2
71930,2024-11-03,2643.7
71931,2024-11-04,400.3
71932,2024-11-05,894.1
71933,2024-11-06,511.6
71934,2024-11-07,668.1
71935,2024-11-08,655.7
71936,2024-11-09,2075.2
71937,2024-11-10,2470.6
71938,2024-11-11,332.2
71939,2024-11-12,719.3
71940,2024-11-13,514.9
71941,2024-11-14,935.6
71942,2024-11-15,613.2
71943,2024-11-16,2770.9
71944,2024-11-17,2207.8
71945,2024-11-18,562.1
71946,2024-11-19,1656.3
71947,2024-11-20,1009.3
71948,2024-11-21,1344.9
71949,2024-11-22,719.6
71950,2024-11-23,1100.5
71951,2024-11-24,1231.6
71952,2024-11-25,426.9
71953,2024-11-26,1006.8
71954,2024-11-27,707.7
71955,2024-11-28,974.7
71956,2024-11-29,876.0
71957,2024-11-30,2451.5
71958,2024-12-01,2295.2
71959,2024-12-02,475.5
71960,2024-12-03,333.2
71961,2024-12-04,251.0
71962,2024-12-05,801.9
71963,2024-12-06,581.2
71964,2024-12-07,2345.7
71965,2024-12-08,1741.3
71966,2024-12-09,1557.3
71967,2024-12-10,561.2
71968,2024-12-11,168.9
71969,2024-12-12,1146.8
71970,2024-12-13,580.9
71971,2024-12-14,1001.2
71972,2024-12-15,1525.0
71973,2024-12-16,1022.9
71974,2024-12-17,326.9
71975,2024-12-18,324.5
71976,2024-12-19,942.4
71977,2024-12-20,455.0
71978,2024-12-21,973.0
71979,2024-12-22,2425.4
71980,2024-12-23,860.3
71981,2024-12-24,918.0
71982,2024-12-25,981.2
71983,2024-12-26,470.5
71984,2024-12-27,987.1
71985,2024-12-28,1417.0
71986,2024-12-29,2109.0
71987,2024-12-30,749.8
71988,2024-12-31,1121.5
72206,2024-01-02,399.3
72207,2024-01-03,831.2
72208,2024-01-04,106.5
72209,2024-01-05,711.4
72210,2024-01-06,2228.4
72211,2024-01-07,1941.0
72212,2024-01-08,272.8
72213,2024-01-09,178.2
72214,2024-01-10,806.8
72215,2024-01-11,355.3
72216,2024-01-12,386.8
72217,2024-01-13,1618.7
72218,2024-01-14,2571.4
72219,2024-01-15,203.1
72220,2024-01-16,327.0
72221,2024-01-17,272.2
72222,2024-01-18,385.5
72223,2024-01-19,267.1
72224,2024-01-20,2157.7
72225,2024-01-21,1705.3
72226,2024-01-22,162.1
72227,2024-01-23,98.5
72228,2024-01-24,713.3
72229,2024-01-25,763.3
72230,2024-01-26,338.4
72231,2024-01-27,1111.3
72232,2024-01-28,1332.7
72233,2024-01-29,279.8
72234,2024-01-30,310.9
72235,2024-01-31,506.0
72236,2024-02-01,723.1
72237,2024-02-02,342.6
72238,2024-02-03,1239.0
72239,2024-02-04,888.2
72240,2024-02-05,303.4
72241,2024-02-06,551.1
72242,2024-02-07,284.0
72243,2024-02-08,294.8
72244,2024-02-09,701.1
72245,2024-02-10,1207.7
72246,2024-02-11,1564.2
72247,2024-02-14,342.8
72248,2024-02-15,316.7
72249,2024-02-16,287.8
72250,2024-02-17,1660.3
72251,2024-02-18,970.3
72252,2024-02-19,296.8
72253,2024-02-20,285.0
72254,2024-02-21,659.7
72255,2024-02-22,344.8
72256,2024-02-23,730.4
72257,2024-02-24,809.4
72258,2024-02-25,1590.7
72259,2024-02-26,485.1
72260,2024-02-27,703.6
72261,2024-02-28,405.1
72262,2024-02-29,59.6
72263,2024-03-01,160.4
72264,2024-03-02,1073.2
72265,2024-03-03,740.6
72266,2024-03-04,413.5
72267,2024-03-05,738.8
72268,2024-03-06,504.9
72269,2024-03-07,620.7
72270,2024-03-08,687.5
72271,2024-03-09,1162.7
72272,2024-03-10,625.8
72273,2024-03-11,916.7
72274,2024-03-12,265.3
72275,2024-03-13,120.7
72276,2024-03-14,57.5
72277,2024-03-15,328.0
72278,2024-03-16,116.5
72279,2024-03-17,359.0
72280,2024-03-18,527.5
72281,2024-03-19,68.8
72282,2024-03-20,141.4
72283,2024-03-21,86.0
72284,2024-03-22,209.4
72285,2024-03-23,253.9
72286,2024-03-24,547.5
72287,2024-03-25,10.9
72288,2024-03-26,89.6
72289,2024-03-27,249.2
72290,2024-03-28,600.0
72291,2024-03-29,359.4
72292,2024-03-30,64.0
72293,2024-03-31,225.7
72294,2024-04-01,178.3
72295,2024-04-02,65.6
72296,2024-04-04,602.4
72297,2024-04-05,610.5
72298,2024-04-06,1126.5
72299,2024-04-07,271.9
72300,2024-04-08,63.0
72301,2024-04-15,515.6
72302,2024-04-16,407.1
72303,2024-04-17,548.9
72304,2024-04-18,391.9
72305,2024-04-19,128.5
72306,2024-04-20,724.8
72307,2024-04-21,705.6
72308,2024-04-22,629.4
72309,2024-04-23,504.3
72310,2024-04-24,364.9
72311,2024-04-25,271.1
72312,2024-04-26,266.4
72313,2024-04-27,795.1
72314,2024-04-28,1160.2
72315,2024-04-29,91.8
72316,2024-04-30,603.9
72317,2024-05-01,726.1
72318,2024-05-02,60.8
72319,2024-05-03,737.5
72320,2024-05-04,291.4
72321,2024-05-05,498.8
72322,2024-05-06,173.5
72323,2024-05-07,241.0
72324,2024-05-08,32.8
72325,2024-05-09,166.7
72326,2024-05-10,602.8
72327,2024-05-11,499.8
72328,2024-05-12,142.8
72329,2024-05-13,497.1
72330,2024-05-14,260.2
72331,2024-05-15,386.6
72332,2024-05-16,974.7
72333,2024-05-17,252.4
72334,2024-05-18,440.5
72335,2024-05-19,643.7
72336,2024-05-21,314.8
72337,2024-05-22,929.2
72338,2024-05-23,395.0
72339,2024-05-24,1038.2
72340,2024-05-25,1351.9
72341,2024-05-27,978.2
72342,2024-05-28,670.7
72343,2024-05-29,1078.5
72344,2024-05-30,748.4
72345,2024-05-31,1113.5
72346,2024-06-01,2139.9
72347,2024-06-02,2374.2
72348,2024-06-03,786.8
72349,2024-06-04,1262.3
72350,2024-06-05,461.5
72351,2024-06-06,457.6
72352,2024-06-07,935.5
72353,2024-06-08,1310.7
72354,2024-06-09,1042.9
72355,2024-06-10,334.7
72356,2024-06-11,342.1
72357,2024-06-12,470.6
72358,2024-06-13,375.7
72359,2024-06-14,579.0
72360,2024-06-15,1418.6
72361,2024-06-16,795.0
72362,2024-06-19,448.6
72363,2024-06-20,200.3
72364,2024-06-21,866.8
72365,2024-06-22,1935.9
72366,2024-06-23,2035.6
72367,2024-06-24,136.1
72368,2024-06-26,733.6
72369,2024-06-27,776.3
72370,2024-06-28,1454.7
72371,2024-06-29,1228.4
72372,2024-06-30,1232.7
72373,2024-07-01,951.4
72374,2024-07-02,450.9
72375,2024-07-03,1096.1
72376,2024-07-04,830.2
72377,2024-07-05,587.4
72378,2024-07-06,862.1
72379,2024-07-07,964.7
72380,2024-07-11,158.1
72381,2024-07-12,1175.9
72382,2024-07-13,1331.8
72383,2024-07-14,1835.7
72384,2024-07-15,637.9
72385,2024-07-16,508.8
72386,2024-07-17,422.9
72387,2024-07-18,1183.5
72388,2024-07-19,435.3
72389,2024-07-20,2646.3
72390,2024-07-21,2156.9
72391,2024-07-22,636.8
72392,2024-07-23,1535.7
72393,2024-07-24,785.9
72394,2024-07-25,667.3
72395,2024-07-26,750.2
72396,2024-07-27,2546.35
72397,2024-07-28,2667.6
72398,2024-07-29,734.7
72399,2024-07-30,503.8
72400,2024-07-31,904.9
72401,2024-08-01,1822.4
72402,2024-08-02,1458.9
72403,2024-08-03,2118.4
72404,2024-08-04,3064.8
72405,2024-08-05,597.3
72406,2024-08-06,482.4
72407,2024-08-07,288.8
72408,2024-08-08,511.3
72409,2024-08-09,1067.3
72410,2024-08-10,3663.8
72411,2024-08-11,1712.4
72412,2024-08-12,751.0
72413,2024-08-13,651.9
72414,2024-08-14,419.7
72415,2024-08-15,717.7
72416,2024-08-16,338.3
72417,2024-08-17,1589.4
72418,2024-08-18,1944.7
72419,2024-08-19,311.9
72420,2024-08-20,599.9
72421,2024-08-21,622.0
72422,2024-08-22,815.2
72423,2024-08-23,1033.7
72424,2024-08-24,1071.9
72425,2024-08-25,1975.0
72426,2024-08-26,723.6
72427,2024-08-27,431.7
72428,2024-08-28,531.2
72429,2024-08-29,527.1
72430,2024-08-30,787.9
72431,2024-08-31,2453.3
72432,2024-09-01,1961.8
72433,2024-09-02,755.3
72434,2024-09-03,615.3
72435,2024-09-04,1197.05
72436,2024-09-05,1069.3
72437,2024-09-06,909.2
72438,2024-09-07,1165.1
72439,2024-09-08,816.2
72440,2024-09-09,729.5
72441,2024-09-10,637.1
72442,2024-09-11,759.8
72443,2024-09-12,442.5
72444,2024-09-13,694.1
72445,2024-09-14,1197.2
72446,2024-09-15,1509.6
72447,2024-09-16,742.5
72448,2024-09-17,512.2
72449,2024-09-18,615.6
72450,2024-09-19,785.8
72451,2024-09-20,942.3
72452,2024-09-21,1880.8
72453,2024-09-22,2342.4
72454,2024-09-23,411.0
72455,2024-09-24,1382.4
72456,2024-09-25,470.6
72457,2024-09-26,692.8
72458,2024-09-27,1237.4
72459,2024-09-28,3083.3
72460,2024-09-29,2993.4
72461,2024-09-30,742.1
72462,2024-10-01,1020.5
72463,2024-10-02,683.2
72464,2024-10-03,1205.7
72465,2024-10-04,1184.7
72466,2024-10-05,2308.5
72467,2024-10-06,2600.1
72468,2024-10-08,635.2
72469,2024-10-09,514.3
72470,2024-10-10,605.0
72471,2024-10-11,779.3
72472,2024-10-12,1607.6
72473,2024-10-13,1970.6
72474,2024-10-14,630.9
72475,2024-10-15,599.1
72476,2024-10-16,392.8
72477,2024-10-17,859.8
72478,2024-10-18,1105.6
72479,2024-10-19,2009.9
72480,2024-10-20,2594.4
72481,2024-10-21,806.0
72482,2024-10-22,687.3
72483,2024-10-23,554.8
72484,2024-10-24,1315.4
72485,2024-10-25,864.8
72486,2024-10-26,2714.6
72487,2024-10-27,1788.7
72488,2024-10-28,988.3
72489,2024-10-29,986.0
72490,2024-10-30,935.4
72491,2024-10-31,1488.8
72492,2024-11-01,941.1
72493,2024-11-02,1906.2
72494,2024-11-03,2643.7
72495,2024-11-04,400.3
72496,2024-11-05,894.1
72497,2024-11-06,511.6
72498,2024-11-07,668.1
72499,2024-11-08,655.7
72500,2024-11-09,2075.2
72501,2024-11-10,2470.6
72502,2024-11-11,332.2
72503,2024-11-12,719.3
72504,2024-11-13,514.9
72505,2024-11-14,935.6
72506,2024-11-15,613.2
72507,2024-11-16,2770.9
72508,2024-11-17,2207.8
72509,2024-11-18,562.1
72510,2024-11-19,1656.3
72511,2024-11-20,1009.3
72512,2024-11-21,1344.9
72513,2024-11-22,719.6
72514,2024-11-23,1100.5
72515,2024-11-24,1231.6
72516,2024-11-25,426.9
72517,2024-11-26,1006.8
72518,2024-11-27,707.7
72519,2024-11-28,974.7
72520,2024-11-29,876.0
72521,2024-11-30,2451.5
72522,2024-12-01,2295.2
72523,2024-11-02,312.0
72524,2024-11-03,291.0
72525,2024-12-07,1231.0
72526,2024-11-02,312.0
72527,2024-11-03,291.0
72691,2024-10-10,699.9
72692,2024-10-11,913.1
72693,2024-10-12,507.6
72694,2024-10-13,815.6
72695,2024-10-14,640.5
72696,2024-10-16,989.4
72697,2024-10-17,850.6
72698,2024-10-18,836.3
72699,2024-10-19,630.0
72700,2024-10-20,940.2
72701,2024-10-21,811.0
72702,2024-10-23,938.5
72703,2024-10-24,485.1
72704,2024-10-25,541.5
72705,2024-10-26,543.7
72706,2024-10-27,867.8
72707,2024-10-28,338.7
72708,2024-10-30,657.7
72709,2024-10-31,633.3
72710,2024-11-01,704.4
72711,2024-11-02,360.1
72712,2024-11-03,632.4
72713,2024-11-04,420.7
72714,2024-11-06,421.4
72715,2024-11-07,279.6
72716,2024-11-08,708.3
72717,2024-11-09,734.2
72718,2024-11-10,538.75
72719,2024-11-11,585.3
72720,2024-11-13,306.4
72721,2024-11-14,546.5
72722,2024-11-15,474.9
72723,2024-11-16,318.7
72724,2024-11-17,405.2
72725,2024-11-18,702.9
72726,2024-11-20,703.1
72727,2024-11-21,693.9
72728,2024-11-22,775.8
72729,2024-11-23,572.0
72730,2024-11-24,610.9
72731,2024-11-25,674.5
72732,2024-11-27,525.5
72733,2024-11-28,764.1
72734,2024-11-29,676.1
72735,2024-11-30,599.0
72736,2024-12-01,592.0
72737,2024-12-02,457.0
72738,2024-12-04,778.1
72739,2024-12-05,765.8
72740,2024-12-06,821.2
72741,2024-12-07,740.0
72742,2024-12-08,581.7
72743,2024-12-09,295.7
72744,2024-12-11,787.3
72745,2024-12-12,747.0
72746,2024-12-13,598.8
72747,2024-12-14,580.6
72748,2024-12-15,805.4
72749,2024-12-16,539.7
72750,2024-12-20,587.0
72751,2024-12-21,460.3
72752,2024-12-22,286.9
72753,2024-12-23,8.9
72754,2024-12-28,744.4
72755,2024-12-29,1405.3
72756,2024-10-10,699.9
72757,2024-10-11,913.1
72758,2024-10-12,507.6
72759,2024-10-13,815.6
72760,2024-10-14,640.5
72761,2024-10-16,989.4
72762,2024-10-17,850.6
72763,2024-10-18,836.3
72764,2024-10-19,630.0
72765,2024-10-20,940.2
72766,2024-10-21,811.0
72767,2024-10-23,938.5
72768,2024-10-24,485.1
72769,2024-10-25,541.5
72770,2024-10-26,543.7
72771,2024-10-27,867.8
72772,2024-10-28,338.7
72773,2024-10-30,657.7
72774,2024-10-31,633.3
72775,2024-11-01,704.4
72776,2024-11-02,360.1
72777,2024-11-03,632.4
72778,2024-11-04,420.7
72779,2024-11-06,421.4
72780,2024-11-07,279.6
72781,2024-11-08,708.3
72782,2024-11-09,734.2
72783,2024-11-10,538.75
72784,2024-11-11,585.3
72785,2024-11-13,306.4
72786,2024-11-14,546.5
72787,2024-11-15,474.9
72788,2024-11-16,318.7
72789,2024-11-17,405.2
72790,2024-11-18,702.9
72791,2024-11-20,703.1
72792,2024-11-21,693.9
72793,2024-11-22,775.8
72794,2024-11-23,572.0
72795,2024-11-24,610.9
72796,2024-11-25,674.5
72797,2024-11-27,525.5
72798,2024-11-28,764.1
72799,2024-11-29,676.1
72800,2024-11-30,599.0
72801,2024-12-01,592.0
72960,2024-01-01,3009.0
72961,2024-01-02,2391.75
72962,2024-01-03,2360.5
72963,2024-01-04,2671.4
72964,2024-01-05,1994.35
72965,2024-01-06,3142.75
72966,2024-01-07,2806.05
72967,2024-01-08,2191.65
72968,2024-01-09,2133.3
72969,2024-01-10,3018.85
72970,2024-01-11,1662.3
72971,2024-01-12,1933.55
72972,2024-01-13,2291.65
72973,2024-01-14,2415.65
72974,2024-01-15,1612.45
72975,2024-01-16,1868.0
72976,2024-01-17,1497.5
72977,2024-01-18,2150.6
72978,2024-01-19,1530.3
72979,2024-01-20,1908.95
72980,2024-01-21,2489.55
72981,2024-01-22,1686.1
72982,2024-01-23,1911.4
72983,2024-01-24,3248.25
72984,2024-01-25,1952.7
72985,2024-01-26,2253.25
72986,2024-01-27,2680.15
72987,2024-01-28,1954.7
72988,2024-01-29,2211.4
72989,2024-01-30,1753.6
72990,2024-01-31,2403.25
72991,2024-02-01,2713.55
72992,2024-02-02,1856.6
72993,2024-02-03,1885.5
72994,2024-02-04,3058.7
72995,2024-02-05,2320.9
72996,2024-02-06,2381.3
72997,2024-02-07,2288.8
72998,2024-02-08,2163.8
72999,2024-02-09,3015.6
73000,2024-02-10,1642.1
73001,2024-02-11,1521.75
73002,2024-02-12,2614.0
73003,2024-02-13,2513.7
73004,2024-02-14,1767.4
73005,2024-02-15,2380.6
73006,2024-02-16,2471.0
73007,2024-02-17,2074.15
73008,2024-02-18,1937.3
73009,2024-02-19,2060.6
73010,2024-02-20,1556.4
73011,2024-02-21,2231.6
73012,2024-02-22,2386.8
73013,2024-02-23,2294.05
73014,2024-02-24,1881.95
73015,2024-02-25,2090.3
73016,2024-02-26,1725.25
73017,2024-02-27,2662.3
73018,2024-02-28,2161.2
73019,2024-02-29,2021.1
73020,2024-03-01,2236.45
73021,2024-03-02,2067.6
73022,2024-03-03,2860.75
73023,2024-03-04,2760.7
73024,2024-03-05,2064.9
73025,2024-03-06,2340.8
73026,2024-03-07,2199.25
73027,2024-03-08,2517.3
73028,2024-03-09,2697.95
73029,2024-03-10,3783.05
73030,2024-03-11,2925.5
73031,2024-03-13,230.3
73032,2024-03-14,539.3
73033,2024-03-15,613.0
73034,2024-03-16,734.25
73035,2024-03-17,578.4
73036,2024-03-18,579.7
73037,2024-03-19,443.7
73038,2024-03-20,700.2
73039,2024-03-21,1096.5
73040,2024-03-22,1171.1
73041,2024-03-23,893.7
73042,2024-03-24,998.8
73043,2024-03-25,1007.9
73044,2024-03-26,988.25
73045,2024-03-27,1053.1
73046,2024-03-28,981.0
73047,2024-03-29,1272.6
73048,2024-03-30,1134.8
73049,2024-03-31,1328.3
73050,2024-04-01,1593.4
73051,2024-04-02,1573.85
73052,2024-04-03,1460.7
73053,2024-04-04,1717.35
73054,2024-04-05,1684.2
73055,2024-04-13,1116.4
73056,2024-04-14,3033.35
73057,2024-04-15,2049.0
73058,2024-04-16,3184.85
73059,2024-04-17,2718.3
73060,2024-04-18,2851.25
73061,2024-04-19,2957.55
73062,2024-04-20,2231.85
73063,2024-04-21,1858.1
73064,2024-04-22,2477.55
73065,2024-04-23,2248.45
73066,2024-04-24,1967.65
73067,2024-04-25,2458.0
73068,2024-04-26,2115.15
73069,2024-04-27,2134.35
73070,2024-04-28,1401.25
73071,2024-04-29,2527.3
73072,2024-04-30,1716.3
73073,2024-05-01,2179.85
73074,2024-05-02,2298.4
73075,2024-05-03,2126.15
73076,2024-05-04,1657.75
73077,2024-05-05,2060.1
73078,2024-05-06,2515.05
73079,2024-05-07,1781.95
73080,2024-05-08,1980.3
73081,2024-05-09,2165.95
73082,2024-05-10,1997.15
73083,2024-05-11,2647.85
73084,2024-05-12,2589.15
73085,2024-05-13,2136.5
73086,2024-05-14,2502.1
73087,2024-05-15,2050.2
73088,2024-05-16,1787.9
73089,2024-05-17,2123.7
73090,2024-05-18,2558.15
73091,2024-05-19,2636.15
73092,2024-05-20,2167.0
73093,2024-05-21,1599.3
73094,2024-05-22,2539.95
73095,2024-05-23,2143.55
73096,2024-05-24,2737.15
73097,2024-05-25,2242.1
73098,2024-05-26,2819.0
73099,2024-05-27,2498.7
73100,2024-05-28,2804.55
73101,2024-05-29,2291.0
73102,2024-05-30,2074.45
73103,2024-05-31,2751.0
73104,2024-06-01,2452.0
73105,2024-06-02,2710.7
73106,2024-06-03,2663.35
73107,2024-06-04,1829.2
73108,2024-06-05,2783.55
73109,2024-06-06,1796.8
73110,2024-06-07,2299.3
73111,2024-06-08,2336.6
73112,2024-06-09,1924.75
73113,2024-06-10,1912.45
73114,2024-06-11,1945.5
73115,2024-06-12,2026.05
73116,2024-06-13,2410.95
73117,2024-06-14,2412.35
73118,2024-06-15,2221.75
73119,2024-06-16,1829.5
73120,2024-06-18,2486.1
73121,2024-06-19,2222.45
73122,2024-06-20,2221.1
73123,2024-06-21,2515.95
73124,2024-06-22,2224.7
73125,2024-06-23,2779.6
73126,2024-06-24,2860.5
73127,2024-06-25,1816.3
73128,2024-06-26,1659.9
73129,2024-06-27,2401.15
73130,2024-06-28,2509.25
73131,2024-06-29,3160.4
73132,2024-06-30,3029.65
73133,2024-07-01,2595.95
73134,2024-07-02,1761.2
73135,2024-07-03,2581.7
73136,2024-07-04,2082.8
73137,2024-07-05,2730.6
73138,2024-07-06,2241.6
73139,2024-07-07,1869.35
73140,2024-07-08,2352.05
73141,2024-07-09,1774.35
73142,2024-07-10,1606.85
73143,2024-07-11,1884.4
73144,2024-07-12,2194.55
73145,2024-07-13,2219.5
73146,2024-07-14,2548.5
73147,2024-07-15,2012.35
73148,2024-07-16,1532.65
73149,2024-07-17,1810.8
73150,2024-07-18,1876.95
73151,2024-07-19,2544.15
73152,2024-07-20,2090.95
73153,2024-07-21,2288.2
73154,2024-07-22,2602.4
73155,2024-07-23,1944.5
73156,2024-07-24,1685.9
73157,2024-07-25,2383.7
73158,2024-07-26,2882.6
73159,2024-07-27,2541.9
73160,2024-07-28,2650.7
73161,2024-07-29,1909.25
73162,2024-07-30,1767.7
73163,2024-07-31,2087.65
73164,2024-08-01,2006.0
73165,2024-08-02,2468.1
73166,2024-08-03,2055.35
73167,2024-08-04,2593.75
73168,2024-08-05,1871.4
73169,2024-08-06,1689.6
73170,2024-08-07,1459.25
73171,2024-08-08,1513.65
73172,2024-08-09,2240.95
73173,2024-08-10,2302.1
73174,2024-08-11,2312.05
73175,2024-08-12,2177.8
73176,2024-08-13,1839.1
73177,2024-08-14,1393.6
73178,2024-08-15,1935.8
73179,2024-08-16,1878.1
73180,2024-08-17,2174.1
73181,2024-08-18,2635.0
73182,2024-08-19,2521.15
73183,2024-08-20,1671.65
73184,2024-08-21,2299.7
73185,2024-08-22,2020.5
73186,2024-08-23,2107.9
73187,2024-08-24,2830.25
73188,2024-08-25,2735.2
73189,2024-08-26,2235.2
73190,2024-08-27,2268.4
73191,2024-08-28,1674.95
73192,2024-08-29,1950.15
73193,2024-08-30,2879.25
73194,2024-08-31,2734.5
73195,2024-09-01,2465.6
73196,2024-09-02,2336.7
73197,2024-09-03,1587.9
73198,2024-09-04,1971.9
73199,2024-09-05,2024.9
73200,2024-09-06,2100.9
73201,2024-09-07,1618.0
73202,2024-09-08,2564.5
73203,2024-09-09,1650.55
73204,2024-09-10,2172.9
73205,2024-09-11,1897.85
73206,2024-09-12,1782.05
73207,2024-09-13,2311.65
73208,2024-09-14,2063.1
73209,2024-09-15,1511.7
73210,2024-09-16,2049.05
73211,2024-09-17,1423.0
73212,2024-09-18,1520.75
73213,2024-09-19,1582.55
73214,2024-09-20,1936.15
73215,2024-09-21,2098.75
73216,2024-09-22,2737.65
73217,2024-09-23,1660.85
73218,2024-09-24,1798.8
73219,2024-09-25,1943.8
73220,2024-09-26,1699.95
73221,2024-09-27,1840.1
73222,2024-09-28,1790.1
73223,2024-09-29,2620.7
73224,2024-09-30,2305.5
73225,2024-10-01,1803.55
73226,2024-10-02,1724.3
73227,2024-10-03,1632.65
73228,2024-10-04,2102.8
73229,2024-10-05,1884.75
73230,2024-10-06,2817.3
73231,2024-10-07,2086.1
73232,2024-10-08,1839.9
